i,Length_LCS,time
28550,6457,8.156
28560,6478,7.631
28570,6471,7.857
28580,6459,8.116
28590,6484,7.814
28600,6471,8.151
28610,6475,7.882
28620,6484,8.323
28630,6501,7.607
28640,6463,7.799
28650,6501,8.148
28660,6498,8.126
28670,6491,10.179
28680,6462,9.139
28690,6518,9.245
28700,6503,8.733
28710,6540,8.832
28720,6496,10.467
28730,6484,10.295
28740,6501,9.081
28750,6499,8.86
28760,6506,10.861
28770,6509,10.204
28780,6511,9.033
28790,6509,8.538
28800,6508,8.818
28810,6523,10.441
28820,6501,10.638
28830,6513,10.452
28840,6528,10.176
28850,6535,10.763
28860,6532,10.534
28870,6527,10.31
28880,6547,9.76
28890,6525,10.033
28900,6563,10.593
28910,6563,10.161
28920,6561,9.304
28930,6567,8.216
28940,6534,8.414
28950,6540,7.968
28960,6536,8.023
28970,6572,8.292
28980,6551,8.032
28990,6558,8.377
29000,6555,8.138
29010,6577,8.641
29020,6567,8.117
29030,6575,8.357
29040,6588,7.927
29050,6587,8.034
29060,6577,8.409
29070,6593,8.147
29080,6577,8.312
29090,6579,8.157
29100,6581,8.358
29110,6596,8.252
29120,6617,8.388
29130,6594,7.911
29140,6600,8.051
29150,6599,8.325
29160,6606,8.238
29170,6594,8.437
